age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,target,_pdays_followup,_pdays_recent
39,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,236,0,0,nonexistent,1.1,89.95,-35.34,4.74,5050.84,0,False,False
63,admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,288,1,2,success,-3.4,91.41,-25.68,0.71,5228.23,1,False,True
31,admin.,single,high.school,no,yes,no,cellular,may,wed,159,1,1,failure,-1.8,91.68,-48.41,1.3,5236.77,0,False,False
37,technician,married,professional.course,no,yes,no,cellular,jul,fri,254,6,0,nonexistent,1.4,97.58,-41.84,5.07,5405.85,0,False,False
51,technician,single,unknown,yes,no,no,telephone,apr,wed,598,34,6,failure,1.4,93.98,-44.68,3.19,4837.9,0,False,False
30,admin.,single,university.degree,no,no,no,cellular,aug,thu,2402,1,5,nonexistent,-2.9,90.65,-27.08,3.76,5400.18,0,False,False
44,technician,married,professional.course,no,no,no,cellular,aug,thu,79,2,0,nonexistent,1.4,93.35,-37.0,4.94,5212.41,0,False,False
45,technician,married,university.degree,no,yes,no,cellular,apr,thu,387,1,0,nonexistent,-1.8,91.3,-47.57,1.46,5134.79,0,False,False
41,admin.,divorced,university.degree,unknown,no,no,telephone,aug,tue,611,5,2,nonexistent,1.4,99.13,-31.11,3.31,4985.97,0,False,False
58,retired,married,university.degree,no,yes,no,cellular,jul,mon,652,6,0,nonexistent,1.4,96.73,-44.79,4.79,4971.92,1,False,False
26,student,single,university.degree,no,yes,no,telephone,aug,wed,149,1,5,success,-1.7,91.58,-38.64,0.88,5091.43,0,False,True
54,retired,married,basic.4y,no,no,no,cellular,jun,tue,529,2,4,failure,-2.9,93.33,-41.08,1.25,5167.57,0,False,True
47,services,married,basic.4y,unknown,yes,no,cellular,nov,mon,3853,0,2,success,-0.1,90.99,-39.21,1.5,5085.34,0,False,False
34,technician,single,high.school,no,yes,no,cellular,aug,mon,2806,1,2,success,1.4,90.24,-44.7,1.99,5179.85,0,False,False
29,services,single,professional.course,no,no,no,telephone,jun,wed,387,0,0,nonexistent,1.4,95.69,-40.46,4.7,5290.83,0,False,False
28,admin.,single,university.degree,no,no,yes,cellular,jun,thu,825,3,0,nonexistent,-2.9,88.5,-42.1,1.26,5055.89,1,False,False
59,management,divorced,university.degree,unknown,no,no,cellular,apr,mon,3463,2,1,success,-1.8,89.49,-47.37,3.12,5230.32,0,False,False
51,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,44,2,0,nonexistent,1.1,94.18,-34.94,4.97,4972.97,0,False,False
47,retired,married,professional.course,no,yes,yes,cellular,jul,fri,456,4,0,nonexistent,1.4,97.11,-44.1,5.01,5452.9,0,False,False
52,admin.,married,high.school,no,yes,no,cellular,nov,wed,119,3,0,nonexistent,-0.1,96.08,-40.15,4.21,5107.47,0,False,False
42,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,3150,1,0,failure,-0.1,92.28,-30.28,2.0,4753.93,0,False,False
46,admin.,married,basic.9y,no,yes,no,cellular,nov,mon,4235,1,1,failure,-0.1,89.94,-52.39,1.85,4904.86,0,False,False
34,services,married,high.school,no,no,no,cellular,apr,mon,218,1,0,nonexistent,-1.8,94.0,-44.98,1.34,5287.76,0,False,False
28,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,fri,4062,0,6,nonexistent,-1.8,97.61,-38.44,1.86,5417.4,0,False,False
22,management,single,university.degree,no,unknown,unknown,cellular,jun,tue,103,0,0,nonexistent,-2.9,92.03,-39.16,1.26,5020.36,0,False,False
53,blue-collar,married,high.school,unknown,yes,no,cellular,apr,mon,359,0,0,nonexistent,-1.8,92.42,-48.88,1.37,4859.44,0,False,False
56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,4040,2,0,failure,1.4,92.35,-40.38,3.11,4902.9,0,False,False
45,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,192,1,0,nonexistent,1.1,98.59,-36.69,5.08,5393.44,0,False,False
49,entrepreneur,divorced,university.degree,no,yes,no,cellular,may,mon,2875,1,3,success,-1.8,94.16,-29.69,3.75,5335.38,0,False,False
26,entrepreneur,single,university.degree,no,no,no,cellular,jun,thu,334,1,3,success,-2.9,96.64,-41.33,0.79,4935.23,0,False,False
44,services,married,basic.4y,unknown,no,yes,cellular,jul,fri,121,4,0,nonexistent,1.4,94.1,-43.34,5.12,5196.73,0,False,False
49,management,married,university.degree,no,yes,no,telephone,jun,thu,3826,3,4,success,1.4,96.09,-30.69,1.12,5215.01,0,False,False
39,technician,single,professional.course,no,no,no,telephone,may,tue,15,1,0,nonexistent,-1.8,88.89,-46.01,1.25,4981.82,0,False,False
60,blue-collar,unknown,basic.9y,unknown,no,no,telephone,jun,fri,172,5,0,nonexistent,1.4,97.67,-40.0,4.72,5034.66,0,False,False
38,technician,single,university.degree,no,yes,yes,cellular,aug,thu,758,2,6,success,-2.9,95.65,-50.83,3.55,5267.52,0,False,False
27,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,1041,3,0,failure,1.1,92.37,-52.0,1.99,5292.31,0,False,False
44,admin.,married,university.degree,no,yes,no,cellular,jul,wed,1086,0,2,failure,1.4,99.14,-44.18,4.83,4895.58,0,False,False
27,technician,married,professional.course,no,yes,no,cellular,jul,mon,611,2,0,nonexistent,1.4,91.66,-41.24,4.71,5003.29,0,False,False
33,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,mon,1320,2,4,failure,1.4,96.89,-36.41,1.81,5024.45,0,False,False
47,management,divorced,university.degree,no,yes,no,cellular,nov,wed,211,0,1,success,-3.4,92.64,-29.46,0.72,4977.35,1,False,True
51,admin.,married,high.school,no,yes,no,cellular,apr,thu,704,2,0,nonexistent,-1.8,96.82,-44.49,3.98,4922.73,0,False,False
36,management,married,university.degree,no,no,no,cellular,may,mon,1709,3,1,failure,-1.8,91.96,-38.0,1.98,4845.37,0,False,False
31,services,single,basic.9y,no,no,no,telephone,may,tue,696,1,0,nonexistent,1.1,95.77,-36.54,4.92,5362.3,0,False,False
79,retired,divorced,unknown,no,no,no,cellular,jun,thu,5054,1,1,success,-1.7,88.92,-27.67,1.08,5244.29,1,False,False
31,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,609,2,0,nonexistent,-1.8,94.28,-46.7,1.29,5333.65,1,False,False
33,admin.,single,high.school,no,no,no,cellular,jun,tue,4506,1,2,failure,-2.9,98.51,-47.87,1.47,5204.78,0,False,False
34,services,married,university.degree,no,yes,no,cellular,may,wed,159,1,1,failure,-1.8,96.7,-47.4,1.28,5216.37,0,False,False
28,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,4033,1,2,failure,1.4,92.64,-48.54,0.75,5081.78,1,False,False
48,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,mon,1927,8,6,success,1.1,98.36,-42.17,1.18,5053.72,0,False,False
31,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,2913,2,3,success,1.4,95.55,-42.53,2.01,4930.54,0,False,False
37,management,married,university.degree,unknown,no,no,cellular,aug,mon,4992,0,4,failure,1.4,91.31,-46.92,3.1,5288.95,0,False,False
46,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1975,1,3,nonexistent,1.4,95.62,-45.89,1.2,4823.1,0,False,False
66,retired,married,basic.4y,no,yes,no,cellular,oct,thu,120,1,0,nonexistent,-3.4,92.33,-27.35,0.73,4962.3,1,False,False
57,management,married,university.degree,unknown,yes,no,cellular,jul,mon,322,1,0,nonexistent,1.4,91.94,-44.45,5.15,5076.48,0,False,False
28,management,single,high.school,no,yes,yes,telephone,jun,fri,2186,4,4,success,1.4,88.93,-39.94,2.85,5098.57,0,False,False
56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,129,1,0,nonexistent,1.4,93.73,-42.27,4.71,5259.46,0,False,False
36,blue-collar,unknown,basic.9y,yes,unknown,yes,telephone,oct,mon,3681,19,1,success,1.4,93.78,-43.98,1.9,5096.1,1,False,False
30,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,318,26,0,nonexistent,1.4,90.25,-42.95,4.83,5196.73,0,False,False
42,technician,married,professional.course,unknown,no,no,telephone,may,fri,204,4,0,nonexistent,1.1,90.89,-37.81,4.68,5056.03,0,False,False
46,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,467,4,0,nonexistent,1.1,98.22,-35.05,4.68,5061.22,0,False,False
56,admin.,married,high.school,no,no,yes,telephone,may,wed,150,1,0,nonexistent,1.1,91.55,-38.11,4.85,5092.37,0,False,False
51,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,72,1,0,nonexistent,1.1,92.49,-35.89,4.88,5056.03,0,False,False
36,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,449,1,0,nonexistent,-1.8,97.17,-53.13,4.28,5333.8,0,False,False
57,technician,divorced,unknown,unknown,yes,no,cellular,jul,mon,341,11,0,nonexistent,1.4,95.13,-42.91,4.74,4966.69,0,False,False
35,technician,single,university.degree,unknown,yes,no,cellular,jul,wed,379,1,0,nonexistent,1.4,95.51,-41.8,4.79,5097.39,0,False,False
38,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,3711,1,5,nonexistent,1.1,93.5,-49.47,2.65,5009.54,0,False,False
34,services,married,university.degree,no,no,no,cellular,may,thu,68,1,1,failure,-1.8,95.86,-46.1,1.26,4986.91,0,False,False
38,technician,married,basic.9y,no,yes,no,telephone,may,tue,33,2,0,nonexistent,1.1,91.17,-35.05,4.84,5300.01,0,False,False
35,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,4141,1,1,success,1.1,92.71,-30.45,2.99,5257.3,0,False,False
51,admin.,married,high.school,no,yes,no,cellular,aug,wed,2661,2,1,nonexistent,-2.9,93.97,-36.72,3.1,4957.25,0,False,False
48,unemployed,divorced,university.degree,no,yes,yes,cellular,jul,fri,128,5,0,nonexistent,1.4,96.35,-40.94,5.16,5008.51,0,False,False
38,student,married,basic.6y,no,no,no,telephone,mar,tue,825,0,0,nonexistent,1.4,90.49,-42.88,5.15,5008.51,0,False,False
42,admin.,single,high.school,no,no,no,cellular,nov,wed,980,1,1,failure,-0.1,88.63,-41.7,4.24,5247.75,1,False,False
27,services,married,high.school,no,no,no,cellular,jul,thu,481,1,0,nonexistent,1.4,98.23,-42.61,5.0,5411.08,0,False,False
94,admin.,married,basic.9y,no,yes,yes,cellular,may,wed,234,15,1,success,-1.1,92.23,-48.9,1.01,4740.23,0,False,True
50,technician,divorced,university.degree,no,no,no,telephone,may,tue,97,2,0,nonexistent,1.1,95.87,-38.11,4.99,5440.16,0,False,False
32,admin.,married,university.degree,no,no,no,telephone,jul,thu,139,0,0,nonexistent,1.4,97.76,-42.4,4.97,5337.89,0,False,False
55,management,married,university.degree,no,yes,no,telephone,jul,fri,193,0,0,nonexistent,1.4,98.61,-41.93,5.08,5081.71,0,False,False
36,blue-collar,married,high.school,no,yes,yes,cellular,may,tue,174,1,0,nonexistent,-1.8,97.44,-44.58,1.26,5257.17,0,False,False
46,technician,married,professional.course,unknown,yes,no,telephone,nov,mon,25,1,0,nonexistent,-0.1,96.64,-42.46,4.3,5408.82,0,False,False
48,blue-collar,single,basic.4y,unknown,yes,no,telephone,may,wed,167,1,0,nonexistent,1.1,97.0,-34.61,4.63,5061.22,0,False,False
34,housemaid,single,university.degree,no,unknown,unknown,cellular,aug,fri,123,1,1,success,-2.9,92.1,-31.05,0.82,4989.9,0,False,True
83,retired,divorced,basic.4y,no,no,no,cellular,oct,tue,4876,1,3,nonexistent,-3.4,91.61,-36.84,4.69,4992.84,0,False,False
39,admin.,single,high.school,no,yes,no,telephone,may,wed,778,2,0,nonexistent,1.1,91.73,-35.89,5.08,5123.51,0,False,False
49,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,304,1,0,nonexistent,1.1,94.55,-34.76,4.7,5149.47,0,False,False
41,technician,married,professional.course,no,yes,no,cellular,aug,wed,79,6,0,nonexistent,1.4,93.63,-34.43,4.92,5249.01,0,False,False
40,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,45,0,0,nonexistent,1.4,97.83,-36.6,4.85,5416.31,0,False,False
33,services,married,basic.6y,no,no,no,telephone,jun,thu,771,0,3,success,1.4,98.36,-40.76,2.34,5071.13,0,False,False
37,blue-collar,married,basic.6y,no,yes,yes,cellular,mar,thu,69,1,0,nonexistent,-1.8,92.1,-47.55,1.61,5277.56,0,False,False
43,admin.,married,high.school,no,no,no,cellular,jul,mon,3439,1,4,success,1.4,90.08,-47.02,4.2,5244.3,0,False,False
33,services,married,high.school,no,yes,no,telephone,may,fri,1551,1,2,success,1.1,93.86,-39.71,4.19,5162.32,0,False,False
58,retired,married,unknown,unknown,yes,no,telephone,jul,mon,2742,0,2,nonexistent,1.4,92.21,-29.69,3.79,5090.51,0,False,False
43,admin.,married,basic.9y,unknown,no,no,cellular,may,tue,4303,1,0,success,-1.8,88.06,-49.03,3.28,5248.89,0,False,False
38,technician,single,high.school,no,yes,yes,cellular,aug,tue,97,0,0,nonexistent,1.4,96.8,-37.32,5.1,5416.31,0,False,False
53,student,divorced,illiterate,no,unknown,no,cellular,jul,wed,127,53,0,nonexistent,-3.4,96.99,-28.39,0.83,5047.6,0,False,False
34,unemployed,single,high.school,no,yes,no,cellular,may,wed,1958,2,0,nonexistent,-1.8,95.86,-48.46,1.23,5216.37,1,False,False
51,services,married,high.school,unknown,yes,no,telephone,jun,thu,2076,1,1,failure,1.4,91.38,-49.88,4.07,5301.76,0,False,False
53,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,4067,3,0,failure,1.4,91.89,-43.66,3.89,5362.06,0,False,False
37,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,17,7,0,nonexistent,1.4,97.92,-37.32,4.72,5050.34,0,False,False
34,housemaid,single,unknown,no,no,unknown,cellular,mar,fri,19,31,0,nonexistent,-1.7,97.25,-37.96,0.71,4966.64,0,False,False
30,technician,single,university.degree,no,no,yes,telephone,jul,wed,2569,2,6,nonexistent,1.4,96.35,-44.33,1.72,5287.84,0,False,False
47,admin.,married,university.degree,unknown,no,no,telephone,jun,thu,2398,1,1,failure,1.4,93.36,-32.51,3.37,5063.9,0,True,False
40,admin.,married,university.degree,no,no,no,telephone,may,thu,2680,0,5,success,1.1,90.01,-33.24,1.59,5049.33,0,False,False
39,admin.,married,high.school,no,no,no,telephone,jun,thu,314,2,0,nonexistent,1.4,98.05,-40.25,4.65,5458.13,0,False,False
33,admin.,single,university.degree,no,yes,no,cellular,oct,mon,386,1,2,success,-1.1,95.16,-51.23,1.05,5072.79,1,False,True
69,retired,single,university.degree,no,yes,yes,cellular,mar,mon,70,21,0,nonexistent,-1.8,94.79,-48.45,1.61,5175.58,0,False,False
28,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,tue,38,7,0,nonexistent,1.1,89.95,-36.61,4.94,4957.4,0,False,False
42,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1837,1,4,failure,1.4,92.27,-40.56,2.29,5149.89,0,False,False
23,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,207,1,0,nonexistent,1.4,91.0,-42.95,4.92,5249.01,0,False,False
30,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,3268,0,2,success,-1.8,96.32,-51.84,3.04,5379.74,0,False,False
38,housemaid,single,university.degree,no,yes,no,cellular,oct,tue,87,0,1,failure,-3.4,88.73,-27.06,0.71,5062.65,0,False,False
53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,143,0,0,success,-0.1,94.93,-26.88,3.09,5066.29,1,False,False
30,management,single,professional.course,no,yes,no,cellular,may,tue,3159,10,3,nonexistent,-1.8,95.4,-44.15,3.91,4969.07,0,False,False
41,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1994,2,5,nonexistent,1.4,98.04,-37.65,2.31,5305.92,0,False,False
29,admin.,single,university.degree,no,no,no,cellular,nov,thu,86,1,0,nonexistent,-0.1,89.19,-43.72,3.91,5336.08,0,False,False
42,admin.,divorced,university.degree,no,no,no,cellular,jul,wed,1488,2,3,success,1.4,92.16,-45.73,2.38,5350.71,0,False,False
35,services,single,professional.course,no,yes,no,cellular,may,fri,3610,0,6,failure,-1.8,93.88,-28.05,2.55,4805.74,0,False,False
55,admin.,married,university.degree,no,yes,no,cellular,may,mon,4452,3,3,success,-1.8,98.5,-30.82,4.54,4979.49,0,False,False
22,management,single,university.degree,no,yes,no,cellular,apr,mon,120,1,0,nonexistent,-1.8,89.63,-45.45,1.34,5216.37,1,False,False
42,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,182,4,0,nonexistent,-1.8,92.7,-46.01,1.37,5221.47,0,False,False
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,4112,0,1,success,-1.8,98.18,-39.07,4.19,4789.48,0,False,False
36,technician,single,professional.course,no,no,no,telephone,jun,tue,1388,1,6,failure,-1.7,96.02,-51.4,1.76,4990.04,0,False,False
33,blue-collar,single,university.degree,unknown,yes,no,cellular,may,mon,482,1,0,nonexistent,-1.8,95.12,-47.72,1.36,4961.42,0,False,False
33,services,married,high.school,no,no,no,cellular,apr,wed,553,2,1,failure,-1.8,89.81,-47.9,1.48,5104.19,0,False,False
36,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,3233,2,5,nonexistent,1.4,93.36,-50.37,3.7,4999.94,0,False,False
37,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,mon,523,0,0,nonexistent,1.4,90.11,-42.05,4.85,5212.41,0,False,False
43,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,3339,1,3,nonexistent,-1.8,93.25,-45.1,2.77,5310.68,0,False,False
36,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,42,0,0,nonexistent,-1.8,91.31,-45.18,1.19,5201.08,0,False,False
42,blue-collar,married,basic.4y,unknown,no,no,cellular,may,wed,2015,0,3,nonexistent,-1.8,92.76,-48.07,4.12,5131.33,0,False,False
64,technician,married,unknown,no,yes,no,cellular,mar,mon,194,0,1,success,-1.8,95.14,-33.09,0.66,4923.55,1,False,True
35,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,395,1,0,nonexistent,-1.8,91.49,-46.44,1.34,5170.48,0,False,False
44,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,4258,0,5,nonexistent,1.4,92.38,-41.36,4.58,5012.7,1,False,False
25,blue-collar,single,basic.4y,no,yes,yes,telephone,jul,wed,4374,9,0,success,1.4,96.25,-44.91,0.74,5263.46,0,False,False
43,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2756,2,0,nonexistent,-1.7,90.09,-45.99,1.21,4946.42,0,False,False
40,services,divorced,high.school,no,yes,no,telephone,may,mon,182,4,0,nonexistent,1.1,90.14,-37.3,4.98,5019.69,0,False,False
42,blue-collar,divorced,university.degree,yes,no,no,telephone,aug,fri,1413,8,4,nonexistent,1.4,92.49,-48.42,2.47,5139.83,1,False,False
46,admin.,married,university.degree,unknown,yes,yes,cellular,apr,fri,5008,1,6,nonexistent,-1.8,94.08,-47.35,4.89,5031.86,0,False,False
43,admin.,single,university.degree,no,no,no,cellular,aug,mon,964,3,0,nonexistent,-1.7,96.75,-38.52,0.88,4781.95,0,False,False
29,technician,married,professional.course,no,yes,no,cellular,aug,wed,78,1,0,nonexistent,1.4,90.26,-37.32,4.77,5029.43,0,False,False
39,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,284,1,1,success,-1.8,90.66,-47.81,1.25,5226.57,0,True,False
45,management,married,university.degree,no,yes,no,cellular,aug,wed,3732,1,1,success,1.4,90.26,-30.32,1.58,4993.31,0,False,False
47,services,married,high.school,no,yes,yes,telephone,may,fri,3268,1,1,nonexistent,1.1,95.9,-50.79,4.78,5415.13,0,False,False
63,retired,married,university.degree,no,yes,no,cellular,aug,mon,75,1,2,failure,-2.9,94.41,-31.36,0.84,5050.81,0,False,True
52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,247,2,0,nonexistent,1.1,92.49,-36.21,4.96,5102.75,0,False,False
30,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,449,1,0,nonexistent,-1.8,88.52,-47.77,1.34,4900.23,1,False,False
76,retired,married,basic.4y,no,no,no,cellular,aug,wed,1624,1,6,failure,-1.7,93.78,-47.49,2.05,5157.71,1,False,False
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,3393,6,3,nonexistent,1.4,96.16,-48.89,4.17,4999.73,0,False,False
36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,573,4,1,failure,-1.8,90.93,-49.26,1.45,4981.82,1,False,False
36,self-employed,divorced,basic.4y,no,no,no,telephone,may,fri,2001,2,6,success,1.1,93.9,-33.42,1.73,5167.11,0,False,False
45,technician,single,university.degree,no,yes,yes,cellular,nov,tue,185,3,1,failure,-0.1,90.31,-41.95,4.11,5346.47,0,False,False
50,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,125,1,1,failure,-1.8,96.33,-47.72,1.28,5252.07,0,False,False
37,admin.,married,university.degree,no,yes,no,cellular,may,tue,196,0,0,nonexistent,-1.8,93.87,-41.88,0.69,5153.95,1,False,False
35,admin.,married,high.school,no,yes,no,telephone,jun,fri,13,3,0,nonexistent,1.4,92.85,-41.08,4.78,5369.25,0,False,False
30,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1812,0,4,failure,1.1,92.3,-33.59,5.11,5237.92,0,False,False
25,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,3566,3,2,nonexistent,1.4,95.03,-42.58,2.52,5041.97,0,False,False
59,admin.,divorced,professional.course,no,yes,no,cellular,sep,wed,492,0,1,failure,-1.1,94.95,-39.07,0.92,5167.1,1,False,False
42,services,married,basic.6y,no,no,no,cellular,jul,tue,90,2,0,nonexistent,1.4,94.85,-43.98,4.76,5275.15,0,False,False
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,2039,1,3,failure,1.4,92.25,-34.88,0.65,5195.85,0,False,False
56,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,159,3,0,nonexistent,1.1,95.87,-35.78,4.64,5040.46,0,False,False
37,admin.,single,university.degree,no,no,no,cellular,sep,thu,215,0,4,success,-1.1,94.19,-39.33,0.92,4854.4,1,False,True
28,admin.,single,professional.course,no,no,no,cellular,apr,thu,412,3,0,nonexistent,-1.8,88.6,-48.7,1.3,5032.81,1,False,False
32,blue-collar,single,professional.course,no,no,yes,telephone,jul,fri,15,1,0,nonexistent,-1.7,89.59,-42.11,0.82,4941.68,0,False,False
32,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,56,2,0,nonexistent,1.4,96.43,-36.42,4.87,5238.55,0,False,False
44,housemaid,single,basic.9y,no,no,no,cellular,nov,tue,2966,1,6,failure,-0.1,89.32,-32.79,1.1,5222.42,0,False,False
53,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,761,4,0,nonexistent,-1.8,88.51,-45.73,1.4,5201.08,0,False,False
30,admin.,single,university.degree,no,no,no,telephone,jun,thu,45,0,0,nonexistent,1.4,97.48,-40.62,4.98,5222.87,0,False,False
24,services,single,basic.9y,no,yes,no,cellular,jul,wed,743,3,2,failure,1.4,90.14,-43.81,2.34,5121.18,0,False,False
37,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,852,0,0,nonexistent,-0.1,90.87,-41.58,4.3,5013.94,1,False,False
51,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,3288,1,4,failure,1.4,94.52,-33.01,1.2,4856.5,0,False,False
31,student,single,high.school,no,yes,no,telephone,apr,thu,130,2,0,nonexistent,-1.8,92.88,-47.52,1.41,5150.09,0,False,False
43,management,married,university.degree,no,yes,no,cellular,nov,mon,184,1,0,nonexistent,-0.1,95.62,-43.68,4.19,5336.08,0,False,False
23,blue-collar,married,high.school,no,yes,no,cellular,may,fri,52,5,0,nonexistent,-1.8,96.88,-44.39,1.24,4986.91,0,False,False
42,management,married,basic.9y,no,no,yes,telephone,may,mon,44,1,0,nonexistent,1.1,89.85,-38.14,4.97,5175.42,0,False,False
26,technician,married,university.degree,no,yes,no,cellular,jul,fri,117,0,0,nonexistent,1.4,90.34,-41.29,5.09,5128.76,0,False,False
48,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,125,1,0,nonexistent,1.4,95.12,-34.69,5.0,5149.67,0,False,False
67,self-employed,unknown,illiterate,unknown,unknown,unknown,cellular,apr,mon,70,26,0,nonexistent,1.1,96.24,-37.89,4.82,5429.78,1,False,False
45,admin.,single,university.degree,unknown,yes,no,cellular,jul,thu,161,0,0,nonexistent,1.4,94.29,-43.93,5.1,5280.38,0,False,False
35,technician,married,high.school,no,yes,no,cellular,aug,wed,606,1,0,nonexistent,1.4,91.2,-35.63,5.1,5395.39,0,False,False
30,admin.,single,university.degree,no,no,no,cellular,apr,mon,3023,6,4,nonexistent,-1.8,93.5,-31.92,1.83,5095.82,0,False,False
32,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,thu,3825,1,2,nonexistent,-1.8,88.46,-50.96,3.77,4942.28,0,False,False
32,unknown,unknown,basic.6y,unknown,no,no,cellular,mar,thu,158,34,0,nonexistent,1.1,92.49,-37.92,5.05,5222.14,0,False,False
55,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,114,1,0,nonexistent,1.1,95.21,-34.94,4.73,5139.09,0,False,False
24,services,married,high.school,no,no,no,cellular,may,tue,857,1,2,success,-1.8,95.41,-33.51,1.11,5132.53,0,False,False
26,admin.,married,high.school,no,yes,yes,cellular,oct,mon,181,2,0,nonexistent,-3.4,92.7,-27.38,0.72,4806.76,0,False,False
28,admin.,single,university.degree,no,yes,yes,cellular,may,tue,3876,1,5,failure,-1.8,94.28,-47.6,0.95,5076.97,0,False,False
35,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,758,0,3,failure,-1.8,96.71,-41.15,1.06,4799.01,0,False,False
39,technician,single,professional.course,no,yes,no,telephone,jun,mon,127,4,0,nonexistent,1.4,89.93,-43.3,5.08,5285.6,0,False,False
37,services,married,high.school,no,yes,no,telephone,may,thu,3627,0,3,success,1.1,90.72,-46.62,2.2,5325.13,0,False,False
37,technician,married,professional.course,no,yes,no,telephone,apr,mon,502,0,0,nonexistent,-1.8,90.46,-33.7,0.63,4833.39,1,False,False
22,student,divorced,basic.6y,no,yes,unknown,cellular,apr,fri,147,52,0,nonexistent,-1.8,90.94,-47.03,1.32,4864.54,0,False,False
23,services,married,high.school,no,yes,no,telephone,jun,mon,285,5,0,nonexistent,1.4,95.31,-41.34,5.02,5045.11,0,False,False
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,809,1,1,failure,-1.8,89.53,-47.19,1.46,5338.75,0,False,False
27,technician,married,professional.course,no,yes,no,cellular,jul,tue,257,2,0,nonexistent,1.4,96.64,-42.78,4.77,5175.81,0,False,False
56,technician,married,university.degree,no,yes,no,telephone,may,wed,4108,0,6,success,1.1,91.6,-43.94,4.17,5317.2,0,False,False
56,management,married,university.degree,no,yes,yes,cellular,jun,tue,1176,1,1,failure,-2.9,92.99,-37.02,3.24,5294.44,0,False,False
32,technician,single,professional.course,no,no,no,telephone,may,fri,726,2,0,nonexistent,1.1,98.22,-35.27,4.73,5024.88,0,False,False
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,45,3,0,nonexistent,1.1,90.23,-36.5,4.82,5170.23,0,False,False
39,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,245,1,1,failure,-1.8,92.14,-49.31,1.38,4859.44,0,False,False
