id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe,predicted,predicted_prob,true_label
5901,89,entrepreneur,married,high.school,unknown,yes,unknown,telephone,jun,tue,202,39,965,0,nonexistent,1.4,94.08,-40.25,4.8,5107.85,no,1,0.56389475,0
16422,24,technician,unknown,basic.4y,no,no,no,cellular,nov,mon,96,38,1031,0,nonexistent,-2.9,92.1,-32.4,0.8,5233.56,yes,0,0.40706158,1
17753,89,services,single,basic.9y,unknown,unknown,yes,cellular,sep,wed,60,17,1026,0,nonexistent,-1.8,88.42,-47.1,1.4,4859.44,yes,0,0.31144235,1
9858,27,admin.,single,high.school,no,yes,no,cellular,jul,thu,4636,1,681,6,nonexistent,-1.7,95.79,-44.96,0.98,5231.22,yes,0,0.2964562,1
13741,32,services,married,professional.course,yes,no,yes,telephone,may,wed,821,10,885,1,failure,1.1,90.49,-39.61,4.86,4849.14,yes,0,0.15640408,1
8310,23,admin.,single,university.degree,no,yes,yes,telephone,oct,thu,100,1,994,0,nonexistent,-3.4,95.75,-27.27,0.71,5117.85,yes,0,0.33813754,1
15060,60,admin.,married,basic.9y,no,no,no,cellular,jul,thu,66,1,313,0,failure,-1.7,92.92,-29.27,1.36,5338.11,yes,0,0.024753027,1
6203,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,466,1,985,0,nonexistent,-1.8,89.82,-46.84,1.27,5073.6,yes,0,0.2172956,1
12177,93,entrepreneur,single,high.school,unknown,unknown,yes,telephone,jul,wed,2249,10,447,6,nonexistent,1.4,91.07,-45.29,4.72,4795.78,yes,0,0.31440988,1
19298,43,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,848,4,1039,0,nonexistent,1.4,94.76,-43.55,4.92,5337.89,yes,0,0.36017048,1
3590,70,admin.,single,high.school,yes,unknown,no,cellular,may,fri,2517,11,797,5,success,1.4,95.22,-44.18,2.3,4798.59,yes,0,0.39283037,1
10501,51,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,936,1,1005,0,nonexistent,1.4,95.4,-36.28,4.79,5008.51,yes,0,0.40018287,1
9743,29,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,308,11,776,6,nonexistent,1.4,94.14,-45.41,1.49,5027.75,yes,0,0.0485695,1
650,29,student,single,high.school,no,no,no,cellular,mar,fri,260,5,9,2,failure,-1.8,93.12,-47.5,1.68,5297.96,yes,0,0.4955338,1
17459,23,technician,single,basic.4y,unknown,unknown,unknown,telephone,oct,tue,4719,32,912,5,success,1.4,91.29,-30.23,4.01,5031.06,yes,0,0.46981055,1
1262,51,services,married,basic.9y,no,yes,no,cellular,aug,mon,200,2,1029,0,nonexistent,-1.7,92.99,-39.25,0.93,4796.92,yes,0,0.22280733,1
18468,36,management,married,university.degree,no,yes,no,cellular,mar,thu,2352,2,503,4,failure,-1.8,88.93,-49.49,3.28,5189.68,no,1,0.58291733,0
7581,38,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,2426,1,517,5,failure,-2.9,90.58,-36.93,4.74,5185.83,yes,0,0.3572939,1
3490,91,student,single,high.school,yes,no,unknown,telephone,aug,wed,2435,12,511,6,failure,1.4,91.85,-31.57,2.96,5193.73,no,1,0.67118305,0
452,39,technician,married,professional.course,no,no,no,telephone,oct,thu,1022,1,809,6,success,-0.1,97.79,-27.4,4.45,5288.39,yes,0,0.42540383,1
5002,37,management,married,university.degree,no,no,no,cellular,aug,wed,3832,1,298,2,success,1.4,90.76,-36.62,2.54,5204.78,yes,0,0.045636136,1
19873,31,technician,married,unknown,no,yes,yes,cellular,jul,fri,1992,2,992,0,nonexistent,1.4,92.88,-41.41,4.73,5269.92,yes,0,0.34995198,1
2477,82,retired,married,basic.4y,unknown,yes,no,cellular,mar,tue,1499,1,439,5,nonexistent,-1.8,94.17,-41.05,4.31,4961.12,no,1,0.5167131,0
5360,41,admin.,married,university.degree,no,no,no,cellular,apr,tue,485,1,967,0,nonexistent,-1.8,95.49,-47.85,1.46,5303.06,yes,0,0.36544898,1
13085,24,blue-collar,married,university.degree,no,no,no,telephone,mar,tue,2901,22,738,4,failure,1.4,94.24,-30.74,4.06,4927.01,yes,0,0.2871716,1
2782,28,technician,single,university.degree,unknown,yes,no,telephone,may,thu,1164,2,953,0,nonexistent,1.1,95.96,-34.87,4.82,4962.59,yes,0,0.38434565,1
961,35,unemployed,married,university.degree,unknown,unknown,unknown,cellular,mar,fri,4414,1,509,2,success,-1.8,96.89,-48.52,1.54,5082.1,yes,0,0.292498,1
12816,36,blue-collar,married,basic.6y,no,no,no,cellular,oct,thu,128,2,5,3,failure,-3.4,94.92,-27.35,0.75,4997.43,yes,0,0.39422578,1
12716,40,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,1721,1,1002,0,nonexistent,1.4,91.94,-43.12,4.76,5097.39,yes,0,0.32083237,1
18139,70,retired,married,university.degree,no,yes,no,cellular,sep,fri,328,8,968,0,nonexistent,-3.4,89.6,-31.26,0.79,4811.78,no,1,0.6292212,0
2086,36,management,married,high.school,no,yes,no,cellular,jul,mon,577,1,1002,0,nonexistent,1.4,96.82,-41.2,4.96,5128.76,yes,0,0.116472416,1
16462,54,retired,married,high.school,no,yes,no,cellular,oct,thu,1467,1,957,6,failure,-3.4,94.86,-27.72,1.52,5065.69,yes,0,0.30102354,1
5509,47,admin.,married,high.school,no,yes,no,cellular,jul,tue,262,0,1035,0,nonexistent,-1.7,92.23,-39.17,0.83,5241.18,yes,0,0.42968553,1
4795,72,admin.,single,university.degree,no,no,no,cellular,aug,fri,1897,24,463,4,success,1.4,94.78,-29.65,1.64,5046.53,yes,0,0.27454793,1
16266,53,technician,married,university.degree,no,yes,no,cellular,aug,fri,331,1,3,1,success,-2.9,89.98,-30.33,0.86,5030.51,no,1,0.7057938,0
1669,31,management,single,university.degree,no,yes,no,cellular,mar,mon,5089,0,855,4,success,-1.8,97.96,-36.09,3.1,5432.5,yes,0,0.40100464,1
18360,31,services,married,university.degree,no,no,no,telephone,jul,mon,720,9,955,0,nonexistent,1.4,94.38,-41.5,5.01,5285.6,yes,0,0.20045763,1
7761,61,retired,married,high.school,no,yes,no,cellular,sep,wed,888,0,758,5,failure,-3.4,94.18,-27.32,4.18,5122.6,yes,0,0.38446394,1
17609,55,blue-collar,single,high.school,yes,no,unknown,telephone,mar,thu,125,7,1041,0,nonexistent,1.1,90.7,-37.16,5.0,5398.64,yes,0,0.3186215,1
13851,31,admin.,single,high.school,no,yes,no,cellular,apr,wed,3575,3,446,2,nonexistent,-1.8,91.62,-38.76,1.22,5300.95,yes,0,0.23389624,1
20723,59,admin.,married,unknown,no,no,no,cellular,jun,tue,4731,1,723,5,nonexistent,-2.9,96.31,-43.3,0.83,4948.03,yes,0,0.24580526,1
14225,31,technician,single,professional.course,no,no,no,cellular,jun,mon,506,1,1017,0,nonexistent,-2.9,89.24,-41.57,1.26,5243.71,no,1,0.6994108,0
12878,96,services,divorced,professional.course,yes,no,unknown,cellular,mar,thu,21,35,975,0,nonexistent,1.4,92.67,-41.04,5.1,5139.22,no,1,0.5619318,0
14515,58,technician,married,professional.course,no,yes,no,cellular,apr,tue,2328,1,539,2,failure,-1.8,97.56,-39.22,1.1,5121.29,yes,0,0.43919593,1
6378,29,self-employed,single,university.degree,no,yes,yes,cellular,mar,wed,1728,0,380,2,nonexistent,-1.8,88.82,-50.82,4.24,5063.63,no,1,0.6447598,0
7336,52,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1173,2,244,3,success,-1.8,92.24,-39.48,4.8,4898.57,yes,0,0.09920278,1
7802,34,services,married,high.school,no,no,no,telephone,may,thu,779,1,1013,0,nonexistent,1.1,95.21,-35.27,4.69,4972.97,yes,0,0.14573145,1
17790,28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,755,0,1046,0,nonexistent,-1.8,97.54,-45.63,1.53,4941.02,yes,0,0.36666784,1
20737,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,669,0,989,1,failure,-1.8,96.33,-46.43,1.3,4930.82,no,1,0.6005111,0
10374,95,retired,unknown,unknown,unknown,unknown,unknown,cellular,jun,wed,1274,26,876,1,success,1.4,92.22,-32.5,2.43,5294.94,no,1,0.57415086,0
4102,43,technician,married,university.degree,unknown,no,yes,telephone,jun,tue,1273,3,990,0,nonexistent,1.4,96.16,-42.92,4.71,5050.34,yes,0,0.26152515,1
8125,48,management,married,university.degree,no,no,no,telephone,jun,mon,2158,4,778,1,failure,-1.7,90.91,-32.15,2.06,4831.89,yes,0,0.26455253,1
17879,62,services,divorced,high.school,unknown,yes,unknown,telephone,jul,thu,3490,25,921,3,failure,1.4,97.68,-49.35,1.79,5379.83,yes,0,0.35847634,1
12217,26,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,3587,1,776,5,nonexistent,1.1,88.8,-46.51,2.31,5157.11,yes,0,0.024315417,1
8981,23,student,single,university.degree,no,yes,yes,cellular,may,tue,699,3,976,0,nonexistent,-1.8,88.89,-44.02,1.27,5165.38,no,1,0.6581208,0
9368,53,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,691,1,987,0,nonexistent,1.4,91.06,-42.3,4.71,5254.24,yes,0,0.19998486,1
7291,25,blue-collar,married,basic.4y,no,no,yes,telephone,jul,thu,4906,2,675,4,failure,1.4,98.51,-31.28,3.44,5094.29,yes,0,0.0702859,1
9839,81,student,single,basic.9y,unknown,no,yes,telephone,dec,fri,438,15,970,1,failure,-1.8,91.3,-47.52,1.51,5297.96,no,1,0.62043107,0
20995,26,entrepreneur,single,high.school,no,yes,no,cellular,apr,fri,1228,1,591,4,failure,-1.8,97.41,-26.93,4.51,5073.75,yes,0,0.1891247,1
6975,41,admin.,single,university.degree,no,yes,yes,telephone,may,wed,918,1,962,0,nonexistent,1.1,96.15,-37.6,4.81,5061.22,yes,0,0.384676,1
16314,59,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,thu,104,1,492,5,nonexistent,-2.9,96.55,-33.53,2.74,5208.27,yes,0,0.13661765,1
2351,53,self-employed,divorced,high.school,yes,yes,no,telephone,oct,fri,4046,50,925,2,failure,1.4,93.34,-40.65,4.25,4907.2,yes,0,0.38940167,1
12260,40,blue-collar,married,professional.course,no,yes,yes,cellular,jul,mon,439,1,1026,0,nonexistent,1.4,93.63,-41.93,4.98,5374.48,yes,0,0.025707621,1
7357,31,admin.,married,university.degree,no,yes,no,cellular,apr,thu,4540,0,979,6,success,-1.8,92.99,-48.06,2.42,5154.75,yes,0,0.21187559,1
3508,80,retired,divorced,basic.4y,no,yes,no,cellular,dec,fri,172,3,1001,0,nonexistent,-3.0,95.49,-33.95,0.7,5134.01,yes,0,0.32509485,1
13371,58,management,married,university.degree,no,no,no,cellular,may,wed,2802,1,590,4,failure,-1.8,92.74,-45.04,2.61,5151.02,yes,0,0.20505235,1
1078,31,admin.,single,university.degree,no,no,no,cellular,aug,tue,1077,2,999,0,nonexistent,1.4,90.54,-34.87,5.0,5431.99,no,1,0.70243794,0
2062,42,admin.,single,illiterate,no,unknown,unknown,telephone,oct,fri,2246,18,56,0,failure,-0.1,97.88,-30.39,2.96,5117.65,yes,0,0.31723833,1
3959,86,retired,single,professional.course,no,no,no,cellular,mar,fri,4981,7,658,1,failure,-1.8,96.61,-41.86,1.31,4816.94,no,1,0.6156761,0
20118,68,entrepreneur,unknown,basic.4y,yes,no,no,telephone,jul,mon,2391,10,113,6,success,1.4,91.26,-45.89,1.79,5034.31,no,1,0.6126696,0
18067,47,blue-collar,married,unknown,no,yes,yes,cellular,aug,wed,3881,0,444,1,success,1.4,93.8,-35.41,3.69,5098.97,yes,0,0.048646484,1
10841,32,services,single,high.school,no,no,no,telephone,may,fri,770,2,997,0,nonexistent,1.1,94.27,-34.98,4.65,5097.56,yes,0,0.16736282,1
19578,40,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,993,0,1015,0,nonexistent,1.4,92.1,-43.01,4.64,5254.24,yes,0,0.27959597,1
17971,63,unknown,married,high.school,yes,unknown,yes,telephone,nov,tue,662,11,1010,0,nonexistent,1.4,93.8,-43.38,5.03,5060.8,no,1,0.6363908,0
7555,33,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,274,1,959,1,failure,-2.9,88.05,-31.02,0.92,5091.42,no,1,0.5163214,0
675,33,technician,single,professional.course,unknown,unknown,yes,telephone,may,tue,3771,37,756,4,failure,-1.8,93.2,-44.57,4.0,5089.89,yes,0,0.14408192,1
6649,33,student,married,high.school,no,yes,no,telephone,dec,wed,3456,5,869,0,failure,-3.0,94.99,-32.01,4.83,5283.51,no,1,0.5074929,0
19000,29,admin.,single,university.degree,no,no,no,cellular,sep,fri,109,4,6,1,success,-1.1,95.8,-38.13,0.89,5206.81,no,1,0.62150264,0
17010,83,retired,single,basic.4y,no,yes,no,cellular,oct,thu,259,1,971,0,nonexistent,-3.4,89.28,-26.06,0.73,5022.51,yes,0,0.4973702,1
1098,28,technician,single,university.degree,no,unknown,unknown,cellular,apr,mon,108,0,1011,0,nonexistent,-1.8,92.33,-48.41,1.41,5002.21,yes,0,0.13762048,1
16168,35,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1531,0,466,1,success,-1.8,91.01,-28.12,4.13,5012.47,yes,0,0.10274715,1
1066,37,technician,married,professional.course,no,no,no,cellular,aug,mon,1378,3,499,0,success,1.4,89.44,-41.44,1.06,5332.23,yes,0,0.16706368,1
12597,37,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,959,2,900,3,nonexistent,1.4,91.94,-38.75,3.6,5122.84,yes,0,0.09358323,1
8242,55,student,married,basic.6y,no,yes,unknown,cellular,sep,mon,441,47,415,4,failure,-1.8,89.07,-27.75,1.89,5026.68,yes,0,0.43160513,1
17842,27,admin.,married,university.degree,no,no,no,cellular,apr,thu,715,0,55,5,failure,-1.8,96.97,-37.64,2.38,5100.59,yes,0,0.34194875,1
15081,76,retired,married,basic.9y,no,no,no,cellular,mar,mon,493,1,166,2,success,-1.8,97.93,-47.54,4.63,5013.11,no,1,0.59090793,0
1505,33,technician,married,university.degree,no,no,no,cellular,apr,fri,2426,0,405,1,nonexistent,-1.8,94.67,-34.57,4.17,5180.52,yes,0,0.17983969,1
8766,89,unknown,single,basic.4y,no,yes,yes,cellular,may,mon,1171,51,213,1,nonexistent,1.4,97.57,-34.39,4.37,4885.16,no,1,0.69716066,0
5991,37,services,married,basic.6y,unknown,no,no,cellular,nov,fri,1020,1,1001,0,nonexistent,-0.1,92.92,-42.54,4.21,4993.16,yes,0,0.31097168,1
13403,20,blue-collar,unknown,basic.4y,yes,no,no,telephone,dec,wed,4092,21,317,3,success,-1.8,91.74,-41.89,1.29,5227.91,no,1,0.6300784,0
9238,27,services,divorced,professional.course,yes,yes,yes,telephone,apr,mon,717,32,687,3,failure,-1.8,90.35,-33.71,0.72,5305.3,yes,0,0.39055946,1
17184,51,admin.,married,university.degree,no,yes,yes,cellular,jun,wed,252,1,1027,0,nonexistent,-2.9,93.52,-42.75,1.27,5142.19,yes,0,0.44591323,1
9249,27,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,993,1,958,0,nonexistent,-1.8,92.05,-44.88,1.37,5078.7,yes,0,0.45379472,1
15116,33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,3462,1,397,1,nonexistent,-3.4,92.49,-29.5,4.81,5195.29,yes,0,0.39442608,1
4565,36,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,2586,0,337,2,nonexistent,-1.8,95.14,-45.89,5.24,5105.04,yes,0,0.10825044,1
12484,45,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,4612,3,293,2,failure,1.1,93.14,-35.43,0.95,4935.3,yes,0,0.024466231,1
13711,42,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,338,1,847,1,nonexistent,-1.7,92.71,-47.03,2.55,5017.03,yes,0,0.33793816,1
3520,20,student,single,university.degree,no,yes,no,cellular,jul,fri,1439,10,973,0,nonexistent,1.4,96.17,-41.29,5.18,5086.94,no,1,0.6316097,0
7016,37,unknown,married,basic.9y,yes,unknown,unknown,telephone,aug,mon,3464,48,454,6,nonexistent,1.1,97.38,-38.77,3.17,5048.46,yes,0,0.40000388,1
14688,74,student,single,basic.6y,unknown,yes,no,telephone,oct,mon,831,47,1018,0,nonexistent,1.1,96.53,-36.8,4.85,5336.34,no,1,0.6188391,0
18174,38,admin.,married,university.degree,no,no,no,telephone,jul,mon,2741,5,296,1,failure,1.4,89.79,-45.41,4.82,5073.69,yes,0,0.060946796,1
514,34,technician,married,professional.course,no,no,yes,cellular,aug,thu,890,1,969,0,nonexistent,1.4,89.14,-36.28,4.74,5018.97,no,1,0.5436351,0
21259,54,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,270,1,522,6,nonexistent,1.1,96.14,-42.41,1.19,5131.41,yes,0,0.02307365,1
3170,18,technician,single,illiterate,unknown,unknown,unknown,cellular,may,thu,460,29,999,0,nonexistent,-0.1,93.57,-40.06,3.86,5351.67,yes,0,0.395597,1
21844,58,retired,married,high.school,no,yes,no,cellular,aug,wed,1653,4,67,0,failure,1.4,90.49,-46.22,2.69,5087.97,yes,0,0.12622552,1
18844,63,retired,married,basic.4y,no,no,no,telephone,aug,thu,778,3,701,0,nonexistent,-2.9,93.56,-51.3,2.8,5143.26,no,1,0.5033983,0
16618,31,services,single,university.degree,unknown,no,no,telephone,jun,mon,710,1,963,0,nonexistent,1.4,90.78,-41.75,4.75,5369.25,yes,0,0.26164544,1
827,29,technician,single,professional.course,no,yes,no,telephone,jun,wed,1193,1,980,0,nonexistent,1.4,91.06,-43.05,5.16,5463.36,no,1,0.5679436,0
6754,31,services,married,basic.9y,no,yes,no,cellular,jun,mon,323,0,950,0,nonexistent,-2.9,88.4,-41.04,1.28,4837.61,yes,0,0.48080948,1
6872,66,retired,single,university.degree,no,no,no,cellular,sep,mon,490,2,1048,1,failure,-3.4,94.04,-30.27,0.73,4952.27,no,1,0.5475042,0
13898,31,admin.,married,university.degree,no,no,no,cellular,jun,tue,75,0,3,1,success,-2.9,88.5,-39.49,1.25,5066.04,yes,0,0.14122273,1
13787,65,entrepreneur,single,university.degree,no,no,yes,cellular,dec,mon,23,9,950,0,nonexistent,1.4,95.12,-36.28,4.92,5217.64,yes,0,0.05856983,1
13288,33,technician,single,professional.course,no,yes,no,cellular,aug,tue,1040,1,706,1,success,-2.9,99.03,-41.35,4.04,4975.27,yes,0,0.48111162,1
2381,51,services,married,basic.4y,no,unknown,yes,cellular,aug,tue,390,23,3,3,success,-2.9,94.13,-30.36,0.87,4847.77,no,1,0.73652947,0
12138,23,services,single,high.school,no,no,no,cellular,apr,tue,2831,0,892,5,success,-1.8,94.26,-26.61,4.36,5023.53,yes,0,0.22758494,1
12316,67,services,unknown,unknown,unknown,unknown,yes,telephone,dec,tue,3223,33,933,4,nonexistent,1.4,91.85,-30.68,3.92,5034.8,no,1,0.50436616,0
13656,35,admin.,single,university.degree,no,yes,no,cellular,jun,wed,898,0,1003,1,failure,-1.7,91.79,-41.47,0.74,5091.43,no,1,0.6709513,0
6109,51,services,married,high.school,unknown,yes,no,telephone,jul,mon,2328,3,880,3,nonexistent,1.4,93.76,-51.38,4.62,5019.31,yes,0,0.07460091,1
17821,34,self-employed,married,basic.9y,unknown,no,no,cellular,aug,fri,3569,1,252,6,failure,1.4,89.58,-29.4,2.4,5251.02,yes,0,0.08942088,1
8070,27,admin.,single,high.school,no,no,no,cellular,jun,mon,3197,1,523,1,failure,-2.9,95.02,-29.54,3.55,5269.87,yes,0,0.40567192,1
6224,32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,891,0,968,0,nonexistent,1.1,97.0,-36.9,4.86,5113.13,yes,0,0.48026884,1
16948,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,947,2,1029,0,nonexistent,1.4,91.34,-43.63,4.99,5149.67,yes,0,0.4387284,1
8689,26,blue-collar,married,professional.course,no,no,no,cellular,may,thu,3238,1,716,3,success,-1.8,88.69,-34.59,4.76,5053.25,yes,0,0.16629766,1
18831,56,retired,married,basic.4y,no,yes,no,cellular,nov,fri,466,1,1045,0,nonexistent,-0.1,89.19,-40.48,4.07,5008.75,yes,0,0.09002359,1
2502,53,management,married,high.school,no,yes,yes,cellular,aug,tue,167,1,9,4,failure,-2.9,93.86,-32.02,0.84,5208.18,yes,0,0.454385,1
6179,26,student,single,high.school,no,yes,no,cellular,jun,wed,301,4,971,0,nonexistent,-2.9,93.98,-39.29,1.22,4898.53,yes,0,0.49883014,1
14145,33,admin.,single,university.degree,no,yes,no,cellular,jul,wed,98,3,1005,0,nonexistent,-2.9,91.91,-32.89,1.03,5020.36,yes,0,0.07468714,1
7030,59,admin.,divorced,professional.course,no,no,no,cellular,aug,tue,466,1,985,0,nonexistent,-2.9,91.09,-31.61,0.85,5253.86,no,1,0.61209804,0
16687,25,admin.,single,high.school,no,no,no,cellular,sep,thu,2496,0,86,4,success,-3.4,91.18,-38.21,2.55,5047.54,yes,0,0.41779548,1
2813,19,management,single,professional.course,yes,yes,yes,telephone,nov,fri,711,52,698,3,success,1.1,97.27,-49.24,4.31,5118.91,yes,0,0.44180053,1
19385,31,unemployed,married,high.school,no,yes,no,cellular,nov,thu,723,0,1045,0,nonexistent,-0.1,91.89,-42.2,3.99,5377.65,yes,0,0.36492774,1
18423,20,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,3589,5,182,6,success,1.4,96.23,-42.08,4.84,5079.86,yes,0,0.115999825,1
19694,37,admin.,divorced,high.school,no,yes,no,cellular,jun,wed,1392,1,1032,1,failure,-2.9,88.4,-40.14,1.29,5096.5,no,1,0.5697822,0
15257,35,technician,divorced,professional.course,no,no,no,cellular,may,fri,336,1,1043,0,nonexistent,-1.8,93.17,-45.18,1.25,4884.93,yes,0,0.07878338,1
6601,24,services,single,unknown,no,yes,no,cellular,jun,tue,2685,2,881,5,success,-1.7,92.87,-32.46,1.87,5182.54,yes,0,0.4260822,1
11265,89,student,divorced,basic.4y,no,no,unknown,telephone,sep,fri,2375,56,450,2,nonexistent,-2.9,98.84,-34.51,4.22,5102.97,no,1,0.5436539,0
9709,29,unemployed,single,high.school,no,yes,yes,cellular,oct,wed,908,1,994,0,nonexistent,-3.4,91.59,-26.52,0.73,5198.13,no,1,0.7215362,0
4344,27,admin.,married,high.school,no,yes,no,cellular,jun,tue,1871,1,470,1,nonexistent,-1.7,99.02,-45.06,3.44,4833.62,yes,0,0.43526572,1
644,81,retired,divorced,basic.6y,no,no,no,cellular,oct,fri,632,2,959,2,failure,-3.4,96.4,-26.71,0.73,4801.74,no,1,0.5626083,0
14046,20,entrepreneur,married,basic.6y,no,no,no,cellular,sep,fri,310,23,1023,0,nonexistent,1.4,90.3,-42.3,4.72,5358.8,no,1,0.56699526,0
21943,30,technician,single,university.degree,no,yes,yes,telephone,jun,fri,1206,2,1025,0,nonexistent,1.4,92.29,-43.72,4.88,5212.41,yes,0,0.40636197,1
3503,45,management,single,basic.9y,yes,no,yes,telephone,may,mon,3822,3,93,6,failure,1.4,92.29,-47.17,4.35,5316.07,yes,0,0.13440569,1
10935,46,technician,married,high.school,no,yes,no,cellular,aug,fri,372,2,952,0,nonexistent,-2.9,91.18,-31.46,0.81,5096.5,no,1,0.5573745,0
18573,23,services,single,high.school,no,no,no,cellular,may,fri,571,3,951,1,failure,-1.8,93.17,-46.61,1.21,4910.43,yes,0,0.23954841,1
11490,31,self-employed,married,university.degree,no,yes,no,cellular,nov,thu,200,1,339,3,failure,-3.4,94.55,-42.02,1.53,5012.46,yes,0,0.24735014,1
20738,31,technician,married,university.degree,no,yes,no,cellular,aug,tue,781,2,998,0,nonexistent,1.4,97.92,-37.76,4.92,5170.59,yes,0,0.39798626,1
6965,84,student,unknown,unknown,unknown,unknown,unknown,cellular,nov,mon,4370,18,756,3,success,1.4,90.18,-51.37,3.99,5263.25,no,1,0.6814568,0
460,27,admin.,single,high.school,no,no,no,telephone,mar,fri,231,2,993,0,nonexistent,-1.8,90.24,-48.15,1.46,5348.95,yes,0,0.4423648,1
7917,17,student,single,unknown,no,yes,no,cellular,nov,tue,2414,2,1,1,failure,-1.1,97.97,-33.92,2.7,5104.3,no,1,0.63916534,0
9017,34,blue-collar,married,high.school,no,no,no,cellular,may,wed,603,0,1040,0,nonexistent,-1.8,88.8,-43.98,1.21,5139.89,yes,0,0.43692106,1
8820,31,services,unknown,professional.course,no,unknown,unknown,telephone,apr,wed,4608,17,480,2,success,-3.4,95.92,-30.54,2.27,5219.06,yes,0,0.37193894,1
2768,53,housemaid,married,high.school,no,no,no,cellular,apr,thu,4228,1,900,4,success,-1.8,90.08,-35.83,2.4,4786.06,yes,0,0.2649843,1
10290,33,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,2839,2,839,5,failure,-1.8,90.33,-43.57,4.01,4967.93,yes,0,0.34212634,1
8444,27,retired,divorced,unknown,unknown,unknown,unknown,cellular,apr,tue,4197,48,528,6,failure,1.4,98.5,-30.82,1.16,5169.76,yes,0,0.46295983,1
21926,23,student,single,high.school,no,no,no,cellular,jun,tue,306,0,1039,0,nonexistent,-2.9,93.7,-42.47,1.26,4928.99,yes,0,0.40835086,1
7008,34,admin.,married,university.degree,no,no,yes,cellular,aug,tue,775,0,706,3,success,-2.9,90.87,-39.84,0.77,5288.72,yes,0,0.4794218,1
4192,24,self-employed,divorced,university.degree,no,no,yes,cellular,apr,mon,161,0,1024,0,nonexistent,-1.8,97.26,-45.78,1.44,5190.88,yes,0,0.21299098,1
8046,26,student,single,high.school,no,no,no,cellular,may,mon,749,2,1015,1,failure,-1.8,89.64,-45.64,1.42,5114.39,yes,0,0.34139216,1
20502,87,unknown,married,illiterate,yes,yes,yes,cellular,dec,fri,630,12,1006,0,nonexistent,1.4,93.91,-43.63,5.1,5003.29,no,1,0.5712377,0
8243,30,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,625,0,1038,0,nonexistent,1.4,97.86,-41.07,5.13,5207.18,yes,0,0.38790035,1
10105,59,technician,divorced,professional.course,no,no,no,cellular,apr,mon,1629,1,320,3,failure,-1.8,93.53,-35.09,4.01,5173.22,yes,0,0.19295272,1
12336,27,services,single,university.degree,no,no,no,cellular,mar,fri,3137,1,349,0,success,-1.8,90.02,-29.5,3.28,5329.59,yes,0,0.37590387,1
5594,54,retired,married,basic.4y,no,no,no,cellular,jun,tue,529,2,2,4,failure,-2.9,93.33,-41.08,1.25,5167.57,no,1,0.8223949,0
18862,82,services,single,university.degree,unknown,unknown,unknown,telephone,apr,tue,1400,17,813,3,success,-1.8,88.44,-33.16,4.34,4872.32,no,1,0.5835627,0
4517,35,services,married,high.school,no,yes,no,cellular,apr,thu,1692,0,710,6,success,-1.8,96.41,-34.83,2.18,4979.53,yes,0,0.18685228,1
17895,29,student,single,professional.course,no,yes,no,cellular,sep,mon,1611,4,19,1,success,-1.1,93.53,-39.07,0.86,5196.88,no,1,0.6077465,0
12580,52,services,unknown,basic.4y,unknown,yes,no,telephone,sep,thu,450,13,961,0,nonexistent,-2.9,90.45,-40.59,1.31,5152.34,no,1,0.6508632,0
11421,49,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,1938,1,994,0,nonexistent,1.4,92.41,-41.03,4.87,5107.85,yes,0,0.29924214,1
2622,42,management,married,university.degree,no,no,no,cellular,nov,mon,4797,2,369,3,failure,-3.4,91.8,-31.85,2.52,4994.64,yes,0,0.21952112,1
10871,37,admin.,single,high.school,no,yes,no,cellular,mar,tue,4337,3,916,6,success,-1.8,94.63,-47.85,1.9,5111.5,yes,0,0.310353,1
