id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe,predicted,predicted_prob,true_label
13236,78,entrepreneur,single,illiterate,yes,unknown,unknown,telephone,nov,fri,1683,46,857,1,nonexistent,1.4,88.99,-29.04,1.48,5148.07,yes,0,0.1783284516945232,1
3311,32,admin.,single,university.degree,no,no,no,cellular,nov,thu,57,1,69,4,nonexistent,-3.4,91.83,-32.13,3.8,4882.14,no,1,0.2600774200927813,0
5981,31,admin.,single,high.school,no,yes,no,cellular,nov,fri,426,0,135,5,success,-0.1,90.9,-40.07,4.67,5241.87,no,1,0.2610974309282799,0
1963,23,admin.,married,high.school,no,yes,no,cellular,nov,thu,1386,1,131,5,nonexistent,-3.4,92.95,-33.84,4.04,4925.19,no,1,0.6327704311866862,0
21149,48,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,300,2,261,4,failure,1.4,91.71,-50.43,2.43,4801.13,no,1,0.25875951035902645,0
13757,42,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,4668,2,12,6,failure,-1.8,90.36,-38.56,3.8,5045.08,no,1,0.24205898167497458,0
14877,40,unknown,unknown,illiterate,no,no,no,telephone,jul,tue,171,8,974,1,failure,-1.8,91.59,-45.41,1.32,5343.85,no,1,0.25050823780319853,0
3669,34,technician,single,professional.course,unknown,yes,no,telephone,may,fri,608,2,969,0,nonexistent,1.1,93.52,-34.65,4.86,5123.51,no,1,0.2742180154378517,0
2409,70,entrepreneur,married,high.school,unknown,unknown,unknown,telephone,mar,wed,12,32,995,0,nonexistent,1.4,91.28,-42.7,4.77,5447.68,yes,0,0.18352279407129157,1
13511,34,technician,divorced,basic.4y,no,yes,no,cellular,nov,tue,373,3,4,2,success,-1.1,91.45,-52.22,1.0,4765.05,yes,0,0.11328820769172551,1
316,30,admin.,married,high.school,no,yes,no,cellular,nov,wed,82,1,1029,1,failure,-3.4,97.18,-30.0,0.74,4816.8,no,1,0.30496779580031624,0
17595,23,technician,single,professional.course,no,unknown,unknown,cellular,may,wed,3824,2,468,6,nonexistent,-1.8,95.08,-43.31,1.78,4832.99,yes,0,0.05936910559470528,1
17334,53,services,divorced,basic.6y,no,yes,no,cellular,aug,tue,678,2,972,0,nonexistent,1.4,92.22,-35.48,5.09,5379.71,no,1,0.30776240920207226,0
11417,49,entrepreneur,married,illiterate,no,yes,no,cellular,apr,thu,3245,2,616,1,success,-1.8,95.46,-44.83,3.36,5065.59,yes,0,0.09595640604867486,1
22417,36,admin.,married,university.degree,no,yes,no,cellular,aug,fri,528,2,1027,0,nonexistent,1.4,88.86,-37.9,5.14,5196.73,no,1,0.38936530339795095,0
3003,30,admin.,single,university.degree,no,yes,no,telephone,apr,tue,1928,1,664,3,failure,-1.8,96.59,-44.82,2.9,4960.7,no,1,0.5566229791164754,0
21630,33,admin.,married,university.degree,no,yes,yes,cellular,may,mon,2179,2,662,4,failure,-1.8,96.63,-51.47,3.64,5005.92,no,1,0.4769469802253898,0
21517,49,admin.,married,high.school,unknown,no,no,cellular,aug,wed,1719,2,980,0,nonexistent,1.4,97.23,-37.61,3.71,5062.72,no,1,0.2626497470891301,0
16400,56,unknown,married,basic.4y,no,yes,no,cellular,aug,tue,668,9,1033,0,nonexistent,1.4,91.38,-37.25,5.2,5149.67,yes,0,0.19368984092274358,1
9225,43,blue-collar,married,basic.6y,no,no,yes,cellular,may,fri,4942,2,526,3,success,-1.8,88.83,-32.74,3.67,5248.29,no,1,0.23154440495438672,0
2251,61,technician,married,professional.course,yes,no,yes,cellular,may,fri,156,27,966,0,nonexistent,-2.9,95.52,-32.71,0.91,4862.99,yes,0,0.1443283040972189,1
7739,31,services,married,professional.course,no,no,no,cellular,nov,thu,621,2,983,0,nonexistent,-0.1,89.19,-43.84,4.03,5252.95,no,1,0.5227142137553338,0
10255,41,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,3211,5,109,3,failure,1.1,96.52,-49.13,1.13,4857.37,no,1,0.3231059292109543,0
3483,51,technician,married,high.school,no,yes,no,telephone,may,fri,3584,2,391,1,success,1.1,93.27,-39.24,4.26,5249.84,yes,0,0.05682455253502254,1
1699,37,technician,married,professional.course,no,unknown,unknown,telephone,aug,mon,1388,1,182,4,nonexistent,-2.9,90.42,-46.17,2.66,5179.25,yes,0,0.05698317171782566,1
5793,37,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,508,0,1025,0,nonexistent,-1.8,96.6,-45.5,1.35,4854.34,yes,0,0.18703746936611804,1
15759,33,student,single,high.school,no,yes,no,cellular,jul,thu,1020,2,851,5,success,1.4,94.85,-50.05,1.17,5072.48,yes,0,0.08714742662760243,1
2948,25,housemaid,divorced,basic.9y,no,yes,no,telephone,jun,fri,2082,49,461,2,failure,1.4,88.95,-49.82,3.78,4972.73,yes,0,0.16990284926366236,1
16646,48,management,married,high.school,no,no,no,cellular,jul,tue,723,0,966,0,nonexistent,1.4,92.88,-43.85,5.03,5039.88,yes,0,0.167939415995506,1
3275,55,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,919,1,245,2,success,1.4,93.41,-41.19,4.3,4891.67,yes,0,0.1976274945387128,1
17991,50,management,divorced,professional.course,no,no,no,telephone,may,mon,1350,3,62,1,nonexistent,1.1,92.44,-31.04,3.79,5036.52,no,1,0.27112388513478514,0
6025,28,student,single,unknown,no,yes,no,cellular,mar,tue,3481,1,86,5,nonexistent,-1.8,95.25,-32.33,3.91,5052.68,yes,0,0.0735507924732804,1
12064,61,retired,married,university.degree,no,yes,no,cellular,apr,mon,143,0,1034,0,nonexistent,-1.8,97.44,-47.71,1.43,4879.83,no,1,0.33456919196594564,0
14048,37,admin.,divorced,basic.6y,unknown,yes,no,cellular,apr,thu,941,1,1002,1,failure,-1.8,97.07,-45.73,1.44,5002.21,no,1,0.3176402183483144,0
6385,23,services,single,basic.9y,no,yes,no,cellular,jul,wed,422,0,1019,0,nonexistent,1.4,95.79,-41.54,4.81,5045.11,no,1,0.23256587081412478,0
18295,28,technician,single,professional.course,no,no,no,cellular,aug,thu,675,0,980,0,nonexistent,1.4,95.87,-36.56,4.93,5290.83,no,1,0.6161968031118699,0
10990,32,admin.,single,high.school,no,no,no,cellular,nov,wed,175,1,187,1,failure,-0.1,94.81,-39.9,0.73,5293.19,yes,0,0.08710726069770267,1
1863,28,student,married,basic.6y,no,no,no,telephone,dec,tue,1087,15,486,3,success,1.4,91.62,-48.87,0.98,4967.48,no,1,0.355987011280042,0
17039,30,admin.,single,high.school,no,no,no,cellular,jul,tue,4098,0,683,4,success,-1.7,88.76,-34.94,4.7,5081.24,yes,0,0.15854104247937834,1
3389,43,entrepreneur,married,high.school,no,yes,no,cellular,apr,thu,2028,1,608,4,failure,-1.8,88.13,-29.04,0.83,4937.09,no,1,0.21409522835636616,0
12320,36,unemployed,married,unknown,yes,unknown,yes,cellular,nov,wed,114,29,1024,0,nonexistent,1.4,90.82,-36.24,4.81,5364.03,yes,0,0.14212733850092552,1
14195,40,technician,single,professional.course,no,yes,no,cellular,may,fri,4584,0,207,4,nonexistent,-1.8,88.61,-47.68,3.72,5228.59,yes,0,0.1781105985439075,1
18150,32,admin.,single,university.degree,unknown,no,no,cellular,aug,mon,1077,3,979,0,nonexistent,1.4,90.08,-37.43,4.8,5384.94,no,1,0.22672132746004411,0
22032,52,retired,married,basic.4y,no,yes,no,cellular,apr,fri,355,3,804,3,nonexistent,-1.8,95.62,-38.19,4.37,4819.28,yes,0,0.20396774130190437,1
9734,23,admin.,single,university.degree,no,yes,no,cellular,mar,wed,151,1,1022,1,failure,-1.8,94.76,-33.79,0.65,4823.37,yes,0,0.18827065265756296,1
209,39,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,433,0,1038,0,nonexistent,1.4,90.17,-37.14,4.86,5411.08,no,1,0.24141772670516265,0
20426,73,retired,married,basic.9y,no,no,no,cellular,oct,wed,1666,1,160,6,failure,-3.4,90.74,-41.08,4.89,5023.02,no,1,0.49441018240347195,0
16650,18,student,single,basic.9y,no,yes,no,cellular,jul,mon,229,2,956,0,nonexistent,-1.7,90.63,-38.48,0.8,4931.7,no,1,0.22336216151296118,0
532,41,technician,single,unknown,no,yes,no,cellular,aug,tue,151,0,988,1,failure,-2.9,90.17,-31.87,0.88,5167.57,no,1,0.2812951547509889,0
4035,37,technician,married,professional.course,no,no,no,cellular,may,tue,638,0,175,3,failure,-1.8,93.4,-43.43,3.01,5008.63,no,1,0.2138312193752401,0
15710,34,technician,divorced,professional.course,no,yes,no,cellular,apr,wed,604,1,949,0,nonexistent,-1.8,95.58,-44.74,1.41,5211.28,no,1,0.5762481084109649,0
10202,52,management,married,university.degree,no,yes,no,cellular,nov,thu,326,1,567,2,nonexistent,-0.1,97.85,-45.39,0.87,4924.99,no,1,0.3072643988990313,0
21982,23,student,single,unknown,no,yes,yes,cellular,jun,tue,124,0,1042,1,failure,-2.9,96.4,-41.37,1.19,5071.12,no,1,0.2589568796990746,0
15923,48,management,divorced,high.school,unknown,yes,yes,cellular,jun,thu,4133,12,18,2,nonexistent,1.4,91.02,-42.41,0.96,5239.46,yes,0,0.04424557246873948,1
14811,29,admin.,single,high.school,no,yes,no,cellular,mar,thu,136,3,1005,0,nonexistent,-1.8,93.02,-52.05,1.53,5109.29,no,1,0.2580428895192018,0
15053,56,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,523,2,953,0,nonexistent,1.4,89.5,-43.98,5.05,5337.89,no,1,0.33848246398466664,0
9392,56,technician,married,basic.9y,no,no,yes,cellular,nov,wed,933,1,536,2,success,-0.1,92.47,-30.0,4.51,4985.51,no,1,0.21874701687507725,0
8901,38,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,4511,1,1008,4,success,-3.4,98.17,-32.14,2.71,5103.09,no,1,0.23073453056855406,0
19819,55,admin.,married,university.degree,no,no,no,cellular,aug,fri,1702,1,113,2,nonexistent,-2.9,95.73,-35.67,2.58,4897.19,no,1,0.6123204111887488,0
3054,28,admin.,single,university.degree,no,no,no,cellular,may,fri,4461,2,656,6,success,-1.8,89.39,-38.8,3.03,5198.26,no,1,0.42927493280938717,0
20476,79,entrepreneur,married,university.degree,no,unknown,unknown,cellular,sep,tue,209,50,2,1,success,-3.4,94.59,-30.1,0.72,5012.48,yes,0,0.1825038690077146,1
3586,64,blue-collar,single,basic.9y,yes,unknown,unknown,cellular,jul,wed,90,43,973,0,nonexistent,1.4,89.23,-34.51,4.92,5186.27,yes,0,0.10512945003189303,1
5438,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,3590,1,517,2,failure,1.4,91.67,-43.7,2.36,5245.7,no,1,0.22273239820318758,0
12681,33,admin.,single,university.degree,no,yes,no,cellular,jul,mon,280,0,992,1,failure,-1.7,97.41,-39.33,0.85,5076.45,no,1,0.42198702505511276,0
12011,53,retired,married,basic.4y,no,no,no,cellular,mar,wed,975,2,81,2,nonexistent,-1.8,97.02,-35.69,4.74,5169.79,no,1,0.27190835245777356,0
10880,30,technician,married,university.degree,no,no,no,cellular,aug,tue,2924,1,691,2,nonexistent,1.4,96.75,-31.09,5.21,4949.37,no,1,0.2992676231045658,0
11468,22,student,single,high.school,unknown,yes,yes,telephone,may,thu,223,1,0,1,success,-1.8,90.49,-39.64,0.71,5173.98,yes,0,0.19324008106797344,1
946,32,admin.,single,university.degree,no,yes,no,cellular,apr,fri,1924,1,455,6,failure,-1.8,91.84,-37.16,0.76,5323.39,no,1,0.24951519764886762,0
12806,48,blue-collar,married,unknown,unknown,no,no,telephone,aug,thu,778,12,1019,0,nonexistent,1.4,89.23,-36.93,4.95,5264.69,yes,0,0.14596337166353257,1
8826,31,services,divorced,high.school,no,yes,no,telephone,jun,mon,2542,2,762,6,nonexistent,1.4,95.01,-33.53,3.58,5017.23,no,1,0.24657015270823454,0
6536,52,admin.,married,university.degree,no,yes,no,telephone,mar,tue,4525,0,667,6,success,-1.8,90.16,-36.56,1.37,5216.47,no,1,0.4030428872033871,0
2112,55,admin.,single,university.degree,unknown,unknown,unknown,cellular,oct,wed,1305,45,770,4,failure,1.4,92.5,-36.14,4.68,5238.29,yes,0,0.19314139754316384,1
19373,41,management,married,university.degree,no,no,no,cellular,aug,mon,1436,0,180,1,failure,-2.9,92.79,-33.04,1.61,5013.51,no,1,0.6682942580134323,0
19132,38,management,single,basic.9y,no,yes,no,cellular,apr,wed,1963,1,321,6,nonexistent,-1.8,92.78,-33.03,3.24,5220.08,no,1,0.22459206235889864,0
20977,55,entrepreneur,divorced,high.school,no,unknown,unknown,cellular,jul,fri,344,13,979,0,nonexistent,1.4,98.51,-43.85,4.92,5452.9,no,1,0.24175051603151654,0
11712,41,blue-collar,single,professional.course,no,no,no,cellular,may,mon,1956,3,1,2,success,-1.8,89.68,-27.23,3.74,5225.19,no,1,0.23893666529125276,0
777,61,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,fri,4634,3,399,0,failure,-2.9,97.76,-36.69,2.39,4839.13,no,1,0.35416509871687063,0
18700,35,technician,divorced,professional.course,no,yes,no,cellular,apr,wed,2146,0,875,1,nonexistent,-1.8,94.79,-32.71,3.62,4903.57,no,1,0.41985042167249875,0
18879,28,admin.,single,university.degree,no,no,no,cellular,oct,thu,1825,0,374,6,success,-1.1,95.17,-48.52,2.65,5024.63,no,1,0.5236507817068646,0
17756,25,admin.,single,high.school,no,no,yes,cellular,aug,thu,253,1,1013,1,failure,-2.9,96.44,-32.71,0.84,5309.7,no,1,0.5311229871978698,0
7176,42,services,married,high.school,no,yes,yes,cellular,may,mon,271,1,949,1,failure,-1.8,89.92,-44.67,1.28,5348.95,yes,0,0.04527888804357544,1
1198,31,admin.,single,basic.9y,no,yes,no,telephone,may,fri,4654,2,554,0,failure,1.1,94.8,-38.63,4.11,5370.32,no,1,0.2921587580399042,0
10169,34,unemployed,divorced,university.degree,no,no,no,cellular,apr,tue,253,0,1040,1,failure,-1.8,91.86,-46.58,1.45,4849.24,no,1,0.37062798908613886,0
13940,31,admin.,single,high.school,no,no,no,cellular,may,thu,3433,1,418,2,failure,-1.8,90.55,-40.84,2.29,5157.96,yes,0,0.19735259096510216,1
12139,32,management,unknown,basic.9y,yes,no,unknown,telephone,apr,tue,130,39,962,1,failure,-1.8,90.74,-48.08,1.42,4935.92,no,1,0.31426266442504436,0
6563,24,unknown,single,university.degree,no,yes,yes,cellular,jun,tue,667,1,951,2,failure,-2.9,95.1,-40.26,1.21,4852.84,no,1,0.39756488926634803,0
8144,26,student,single,high.school,no,yes,no,cellular,jul,tue,4926,1,81,2,failure,-2.9,94.31,-29.58,1.61,5089.8,no,1,0.24926415153005396,0
12204,21,services,single,high.school,no,yes,yes,cellular,jun,mon,181,0,997,0,nonexistent,-2.9,90.63,-41.41,1.3,5060.97,no,1,0.5111060935300503,0
14442,20,student,single,high.school,no,yes,no,cellular,aug,tue,4585,2,1028,5,success,-1.7,92.14,-50.74,5.15,4857.16,no,1,0.30625662659781466,0
20103,62,unemployed,married,university.degree,no,yes,no,cellular,aug,tue,3332,0,1008,2,success,-2.9,92.68,-37.86,3.61,5052.91,no,1,0.4102308339609577,0
15953,30,admin.,single,university.degree,no,no,no,cellular,nov,fri,321,1,958,0,nonexistent,-0.1,96.27,-41.79,3.95,5159.42,yes,0,0.09393482946976567,1
6626,46,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,556,0,971,0,nonexistent,-1.8,92.05,-45.36,1.24,5109.29,no,1,0.2829929423574563,0
12777,40,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,3904,3,103,5,failure,1.4,92.7,-46.73,4.46,4855.85,no,1,0.3809332697028632,0
4283,33,technician,unknown,basic.4y,yes,no,yes,telephone,nov,tue,292,51,962,0,nonexistent,1.1,89.48,-34.83,4.97,5429.78,no,1,0.3768769133910488,0
9751,49,admin.,divorced,high.school,no,yes,yes,cellular,nov,tue,338,2,5,4,failure,-1.1,95.24,-53.28,1.03,4809.72,yes,0,0.1811833333392068,1
19711,32,self-employed,single,university.degree,no,no,no,cellular,may,mon,2862,1,126,6,failure,-1.8,95.5,-50.45,2.91,5052.65,no,1,0.27655921569702363,0
12754,33,management,married,university.degree,no,no,no,cellular,nov,fri,3235,4,747,1,failure,-0.1,98.72,-48.5,0.84,4973.52,no,1,0.3425246126567912,0
12351,93,housemaid,divorced,high.school,unknown,unknown,unknown,cellular,jul,wed,1619,25,442,1,success,1.4,88.72,-37.46,2.11,4854.75,no,1,0.2659343500014992,0
18236,38,admin.,single,high.school,no,yes,no,cellular,oct,fri,132,0,982,0,nonexistent,-3.4,92.61,-27.27,0.72,5178.06,no,1,0.5,0
5187,24,blue-collar,married,basic.4y,no,no,yes,cellular,jul,thu,546,0,983,0,nonexistent,1.4,91.0,-43.25,4.75,5348.34,no,1,0.4224161520843404,0
9893,56,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,2052,5,976,4,success,1.4,95.57,-44.79,2.94,5235.87,no,1,0.2425471480964269,0
4348,66,technician,married,professional.course,no,yes,no,cellular,apr,wed,2534,0,252,4,failure,-1.8,91.35,-31.54,1.94,5373.45,no,1,0.2415409820356,0
17294,30,services,married,university.degree,no,yes,no,cellular,aug,tue,1271,2,881,0,success,1.4,96.99,-43.76,3.26,4818.4,no,1,0.2246796575299797,0
5901,89,entrepreneur,married,high.school,unknown,yes,unknown,telephone,jun,tue,202,39,965,0,nonexistent,1.4,94.08,-40.25,4.8,5107.85,no,1,0.3020222283855273,0
12706,25,services,single,university.degree,no,yes,no,cellular,apr,thu,306,1,995,0,nonexistent,-1.8,88.6,-45.45,1.4,5053.2,no,1,0.5188980243224364,0
8106,42,admin.,married,unknown,no,yes,no,cellular,sep,thu,233,1,1000,1,failure,-1.1,95.23,-38.17,0.85,4879.21,no,1,0.35232812707021854,0
19721,36,entrepreneur,divorced,high.school,unknown,no,no,cellular,jul,wed,516,3,1046,0,nonexistent,1.4,93.63,-41.16,4.83,5259.46,no,1,0.21501851598569882,0
17753,89,services,single,basic.9y,unknown,unknown,yes,cellular,sep,wed,60,17,1026,0,nonexistent,-1.8,88.42,-47.1,1.4,4859.44,yes,0,0.07025817212063343,1
9858,27,admin.,single,high.school,no,yes,no,cellular,jul,thu,4636,1,681,6,nonexistent,-1.7,95.79,-44.96,0.98,5231.22,yes,0,0.09378757821713703,1
13741,32,services,married,professional.course,yes,no,yes,telephone,may,wed,821,10,885,1,failure,1.1,90.49,-39.61,4.86,4849.14,yes,0,0.21088250580562154,1
7714,51,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,mon,648,2,566,3,nonexistent,1.4,94.3,-46.87,4.96,4944.1,no,1,0.2181809060934981,0
15060,60,admin.,married,basic.9y,no,no,no,cellular,jul,thu,66,1,313,0,failure,-1.7,92.92,-29.27,1.36,5338.11,yes,0,0.10002781958067147,1
3166,72,technician,married,university.degree,no,no,unknown,telephone,oct,thu,331,41,1025,0,nonexistent,1.4,89.23,-35.66,4.78,5358.8,yes,0,0.1542057955080526,1
14862,64,retired,married,university.degree,no,yes,yes,cellular,apr,tue,164,1,982,0,nonexistent,-1.8,96.05,-45.78,1.43,5246.97,no,1,0.23814727084796058,0
12644,61,technician,married,unknown,no,yes,no,cellular,jul,mon,4284,1,699,2,success,-1.7,89.61,-29.1,3.83,5419.6,no,1,0.3516214906201837,0
9743,29,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,308,11,776,6,nonexistent,1.4,94.14,-45.41,1.49,5027.75,yes,0,0.036907747897437324,1
1430,24,technician,single,professional.course,no,no,no,cellular,jun,tue,987,2,645,6,success,-2.9,94.48,-40.85,5.05,5162.49,no,1,0.40872949672482956,0
7470,51,admin.,married,university.degree,no,yes,yes,telephone,may,mon,2767,0,298,3,nonexistent,-1.8,91.32,-32.66,4.4,4848.76,no,1,0.7197460325335272,0
18622,56,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,wed,565,1,977,0,nonexistent,1.4,90.63,-41.93,4.93,5332.66,no,1,0.3702045293959625,0
8397,56,entrepreneur,married,high.school,no,yes,no,cellular,may,fri,4479,1,295,3,nonexistent,-1.8,92.47,-48.6,1.55,4935.26,no,1,0.27417767994352715,0
10127,32,admin.,married,basic.9y,no,no,no,cellular,may,tue,3050,0,527,0,nonexistent,-1.8,95.63,-37.86,4.09,5231.3,no,1,0.41448798730729164,0
650,29,student,single,high.school,no,no,no,cellular,mar,fri,260,5,9,2,failure,-1.8,93.12,-47.5,1.68,5297.96,yes,0,0.19689695603768104,1
17459,23,technician,single,basic.4y,unknown,unknown,unknown,telephone,oct,tue,4719,32,912,5,success,1.4,91.29,-30.23,4.01,5031.06,yes,0,0.15628012904059752,1
21748,32,technician,married,unknown,no,yes,yes,cellular,sep,thu,420,1,8,3,failure,-1.1,95.51,-36.93,0.85,5117.47,yes,0,0.19257403469447418,1
1262,51,services,married,basic.9y,no,yes,no,cellular,aug,mon,200,2,1029,0,nonexistent,-1.7,92.99,-39.25,0.93,4796.92,yes,0,0.14750238561172535,1
13767,58,management,married,university.degree,no,no,yes,telephone,may,wed,2195,1,2,6,success,1.1,98.33,-42.35,0.91,5212.13,no,1,0.24551016880397322,0
18468,36,management,married,university.degree,no,yes,no,cellular,mar,thu,2352,2,503,4,failure,-1.8,88.93,-49.49,3.28,5189.68,no,1,0.7275241484150843,0
9666,56,retired,married,university.degree,no,no,no,cellular,apr,thu,2130,1,646,1,nonexistent,-1.8,98.14,-36.83,4.4,5093.16,no,1,0.4512786213309222,0
6492,37,management,single,university.degree,no,yes,no,cellular,may,tue,2903,1,61,4,nonexistent,-1.8,94.61,-42.92,4.09,5214.67,no,1,0.2590918163216978,0
10842,38,technician,married,basic.9y,no,yes,no,telephone,jul,thu,1037,0,975,0,nonexistent,1.4,94.85,-42.1,5.14,5113.08,no,1,0.23691475754881805,0
6069,35,admin.,single,university.degree,no,no,no,cellular,may,mon,366,1,959,0,nonexistent,-1.8,94.84,-45.87,1.3,4920.63,no,1,0.39466596923855074,0
452,39,technician,married,professional.course,no,no,no,telephone,oct,thu,1022,1,809,6,success,-0.1,97.79,-27.4,4.45,5288.39,yes,0,0.09905945410209467,1
20045,56,retired,married,basic.4y,unknown,no,no,telephone,nov,mon,1681,0,443,5,nonexistent,-0.1,91.87,-44.18,4.3,5140.37,no,1,0.26864936808996775,0
13373,42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,4681,2,337,0,failure,1.1,97.17,-34.11,4.95,5086.82,no,1,0.38461150328092425,0
5002,37,management,married,university.degree,no,no,no,cellular,aug,wed,3832,1,298,2,success,1.4,90.76,-36.62,2.54,5204.78,yes,0,0.06859688698844062,1
13109,33,admin.,single,university.degree,no,yes,no,cellular,jun,wed,254,1,1020,1,failure,-2.9,93.52,-42.26,1.23,5000.05,no,1,0.4353924179875787,0
20946,39,self-employed,married,university.degree,no,no,no,cellular,apr,thu,3217,10,711,6,success,-1.8,94.39,-50.1,4.87,5324.67,no,1,0.41242565768101713,0
20656,31,admin.,single,university.degree,no,no,yes,cellular,jun,tue,2264,0,817,5,failure,-2.9,89.44,-34.28,3.5,5024.31,no,1,0.2681039782281718,0
14098,50,admin.,married,university.degree,no,no,no,cellular,nov,tue,1549,1,705,4,success,-0.1,94.74,-43.14,2.36,5285.97,no,1,0.3674980376594185,0
13085,24,blue-collar,married,university.degree,no,no,no,telephone,mar,tue,2901,22,738,4,failure,1.4,94.24,-30.74,4.06,4927.01,yes,0,0.10604540098383249,1
5628,33,admin.,single,high.school,no,no,no,cellular,jun,tue,4506,1,136,2,failure,-2.9,98.51,-47.87,1.47,5204.78,no,1,0.5492828366950594,0
13692,26,admin.,single,high.school,no,yes,no,cellular,mar,thu,2934,1,494,5,failure,-1.8,90.28,-33.54,2.16,5294.83,no,1,0.33911949757847965,0
961,35,unemployed,married,university.degree,unknown,unknown,unknown,cellular,mar,fri,4414,1,509,2,success,-1.8,96.89,-48.52,1.54,5082.1,yes,0,0.04715271919790818,1
12816,36,blue-collar,married,basic.6y,no,no,no,cellular,oct,thu,128,2,5,3,failure,-3.4,94.92,-27.35,0.75,4997.43,yes,0,0.20030573849602362,1
16757,36,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,3876,1,383,0,nonexistent,1.4,88.13,-47.7,4.39,5323.01,no,1,0.44096473283387877,0
18139,70,retired,married,university.degree,no,yes,no,cellular,sep,fri,328,8,968,0,nonexistent,-3.4,89.6,-31.26,0.79,4811.78,no,1,0.21649897034110133,0
22477,25,student,single,high.school,no,yes,no,cellular,aug,mon,100,8,3,1,success,-1.7,92.71,-40.13,0.92,4756.99,no,1,0.3088100216742927,0
2086,36,management,married,high.school,no,yes,no,cellular,jul,mon,577,1,1002,0,nonexistent,1.4,96.82,-41.2,4.96,5128.76,yes,0,0.200617822985486,1
2535,46,blue-collar,divorced,basic.6y,no,yes,no,telephone,jun,tue,1156,3,1001,0,nonexistent,1.4,98.71,-43.38,4.91,5086.94,no,1,0.22542292677078576,0
2885,62,retired,married,basic.9y,no,no,no,cellular,aug,fri,1825,2,765,4,nonexistent,-2.9,88.65,-27.11,1.55,5158.4,no,1,0.4630136709077148,0
2639,29,entrepreneur,single,professional.course,no,yes,no,cellular,may,mon,233,1,987,0,nonexistent,-1.8,96.88,-45.36,1.35,5037.91,no,1,0.3027786598137169,0
16127,26,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,mon,479,2,1003,0,nonexistent,1.4,92.22,-44.4,4.91,5296.06,no,1,0.2203097574549579,0
16266,53,technician,married,university.degree,no,yes,no,cellular,aug,fri,331,1,3,1,success,-2.9,89.98,-30.33,0.86,5030.51,no,1,0.3895774997189422,0
1669,31,management,single,university.degree,no,yes,no,cellular,mar,mon,5089,0,855,4,success,-1.8,97.96,-36.09,3.1,5432.5,yes,0,0.06662494662954191,1
18360,31,services,married,university.degree,no,no,no,telephone,jul,mon,720,9,955,0,nonexistent,1.4,94.38,-41.5,5.01,5285.6,yes,0,0.2014247283417307,1
17609,55,blue-collar,single,high.school,yes,no,unknown,telephone,mar,thu,125,7,1041,0,nonexistent,1.1,90.7,-37.16,5.0,5398.64,yes,0,0.20998186730333923,1
13851,31,admin.,single,high.school,no,yes,no,cellular,apr,wed,3575,3,446,2,nonexistent,-1.8,91.62,-38.76,1.22,5300.95,yes,0,0.1520693293307357,1
20723,59,admin.,married,unknown,no,no,no,cellular,jun,tue,4731,1,723,5,nonexistent,-2.9,96.31,-43.3,0.83,4948.03,yes,0,0.13233810963746517,1
1339,23,technician,single,high.school,no,yes,no,cellular,may,fri,598,2,989,2,failure,-1.8,90.87,-40.91,0.68,5083.83,no,1,0.3204121671235576,0
14225,31,technician,single,professional.course,no,no,no,cellular,jun,mon,506,1,1017,0,nonexistent,-2.9,89.24,-41.57,1.26,5243.71,no,1,0.7582479210682229,0
8285,26,admin.,single,university.degree,no,no,no,cellular,apr,fri,3465,1,205,5,success,-1.8,91.52,-39.84,2.03,5292.83,no,1,0.32269648213208096,0
11058,36,admin.,married,professional.course,no,no,no,cellular,jul,mon,1977,2,270,1,success,1.4,98.91,-34.13,0.68,5059.14,no,1,0.30396723183836827,0
12878,96,services,divorced,professional.course,yes,no,unknown,cellular,mar,thu,21,35,975,0,nonexistent,1.4,92.67,-41.04,5.1,5139.22,no,1,0.26516303104233,0
7118,29,self-employed,single,high.school,no,no,no,cellular,nov,tue,3960,1,647,6,failure,-0.1,97.89,-42.24,2.89,5165.91,no,1,0.28205663457743196,0
6378,29,self-employed,single,university.degree,no,yes,yes,cellular,mar,wed,1728,0,380,2,nonexistent,-1.8,88.82,-50.82,4.24,5063.63,no,1,0.494179736241967,0
